2022-07-11 09:16:42,648 - utils - INFO - epoch: 0, step: 0, eta: 00:56:00, gen loss: 18.04030990600586, adv_loss: 0, dis loss: 0
2022-07-11 10:56:38,849 - utils - INFO - epoch: 2, step: 200, eta: 00:25:23, gen loss: 1.2872073650360107, adv_loss: 0, dis loss: 0
2022-07-11 10:57:50,090 - utils - INFO - epoch: 2, step: 250, eta: 00:24:11, gen loss: 1.3059571981430054, adv_loss: 0, dis loss: 0
2022-07-11 10:59:01,257 - utils - INFO - epoch: 2, step: 300, eta: 00:22:59, gen loss: 1.29672372341156, adv_loss: 0, dis loss: 0
2022-07-11 11:00:11,284 - utils - INFO - epoch: 2, step: 350, eta: 00:21:45, gen loss: 1.3000022172927856, adv_loss: 0, dis loss: 0
2022-07-11 11:01:21,676 - utils - INFO - epoch: 2, step: 400, eta: 00:20:32, gen loss: 1.1477584838867188, adv_loss: 0, dis loss: 0
2022-07-11 11:02:31,899 - utils - INFO - epoch: 2, step: 450, eta: 00:19:19, gen loss: 1.2520109415054321, adv_loss: 0, dis loss: 0
2022-07-11 11:03:42,127 - utils - INFO - epoch: 2, step: 500, eta: 00:18:07, gen loss: 1.18421471118927, adv_loss: 0, dis loss: 0
2022-07-11 11:04:52,749 - utils - INFO - epoch: 2, step: 550, eta: 00:16:56, gen loss: 1.209722638130188, adv_loss: 0, dis loss: 0
2022-07-11 11:06:03,451 - utils - INFO - epoch: 2, step: 600, eta: 00:15:45, gen loss: 1.1767489910125732, adv_loss: 0, dis loss: 0
2022-07-11 11:07:13,688 - utils - INFO - epoch: 2, step: 650, eta: 00:14:33, gen loss: 1.2729285955429077, adv_loss: 0, dis loss: 0
2022-07-11 11:08:23,643 - utils - INFO - epoch: 2, step: 700, eta: 00:13:22, gen loss: 1.266008973121643, adv_loss: 0, dis loss: 0
2022-07-11 11:09:33,675 - utils - INFO - epoch: 2, step: 750, eta: 00:12:11, gen loss: 1.1903178691864014, adv_loss: 0, dis loss: 0
2022-07-11 11:10:43,777 - utils - INFO - epoch: 2, step: 800, eta: 00:10:59, gen loss: 1.1068755388259888, adv_loss: 0, dis loss: 0
2022-07-11 11:11:53,991 - utils - INFO - epoch: 2, step: 850, eta: 00:09:49, gen loss: 1.1123045682907104, adv_loss: 0, dis loss: 0
2022-07-11 11:13:04,334 - utils - INFO - epoch: 2, step: 900, eta: 00:08:38, gen loss: 1.1073336601257324, adv_loss: 0, dis loss: 0
2022-07-11 11:14:14,301 - utils - INFO - epoch: 2, step: 950, eta: 00:07:27, gen loss: 1.0663326978683472, adv_loss: 0, dis loss: 0
2022-07-11 11:15:24,430 - utils - INFO - epoch: 2, step: 1000, eta: 00:06:16, gen loss: 1.1518646478652954, adv_loss: 0, dis loss: 0
2022-07-11 11:16:34,861 - utils - INFO - epoch: 2, step: 1050, eta: 00:05:06, gen loss: 1.1222717761993408, adv_loss: 0, dis loss: 0
2022-07-11 11:17:44,795 - utils - INFO - epoch: 2, step: 1100, eta: 00:03:55, gen loss: 1.1330475807189941, adv_loss: 0, dis loss: 0
2022-07-11 11:18:55,117 - utils - INFO - epoch: 2, step: 1150, eta: 00:02:45, gen loss: 1.0890456438064575, adv_loss: 0, dis loss: 0
2022-07-11 11:20:06,052 - utils - INFO - epoch: 2, step: 1200, eta: 00:01:34, gen loss: 1.0146374702453613, adv_loss: 0, dis loss: 0
2022-07-11 11:21:16,312 - utils - INFO - epoch: 2, step: 1250, eta: 00:00:23, gen loss: 1.1082696914672852, adv_loss: 0, dis loss: 0
2022-07-11 11:39:31,123 - utils - INFO - epoch: 2, loss: 1.0689336061477661, mae: 11.712180567639816, ssim: 0.912586228233173, psnr: 23.874038930559163
2022-07-11 11:39:33,260 - utils - INFO - epoch: 3, step: 0, eta: 00:33:40, gen loss: 1.094726324081421, adv_loss: 0, dis loss: 0
2022-07-11 11:40:47,903 - utils - INFO - epoch: 3, step: 50, eta: 00:30:55, gen loss: 1.2328071594238281, adv_loss: 0, dis loss: 0
2022-07-11 11:42:02,024 - utils - INFO - epoch: 3, step: 100, eta: 00:29:14, gen loss: 1.2227272987365723, adv_loss: 0, dis loss: 0
2022-07-11 11:43:16,259 - utils - INFO - epoch: 3, step: 150, eta: 00:27:52, gen loss: 1.0403811931610107, adv_loss: 0, dis loss: 0
2022-07-11 11:44:30,412 - utils - INFO - epoch: 3, step: 200, eta: 00:26:33, gen loss: 1.061937928199768, adv_loss: 0, dis loss: 0
2022-07-11 11:45:44,361 - utils - INFO - epoch: 3, step: 250, eta: 00:25:16, gen loss: 0.9898163080215454, adv_loss: 0, dis loss: 0
2022-07-11 11:46:58,220 - utils - INFO - epoch: 3, step: 300, eta: 00:23:59, gen loss: 1.0916712284088135, adv_loss: 0, dis loss: 0
2022-07-11 11:48:11,802 - utils - INFO - epoch: 3, step: 350, eta: 00:22:42, gen loss: 1.0634486675262451, adv_loss: 0, dis loss: 0
2022-07-11 11:49:24,805 - utils - INFO - epoch: 3, step: 400, eta: 00:21:25, gen loss: 0.9702197313308716, adv_loss: 0, dis loss: 0
2022-07-11 11:50:37,832 - utils - INFO - epoch: 3, step: 450, eta: 00:20:09, gen loss: 1.0641148090362549, adv_loss: 0, dis loss: 0
2022-07-11 11:51:50,673 - utils - INFO - epoch: 3, step: 500, eta: 00:18:53, gen loss: 1.0766395330429077, adv_loss: 0, dis loss: 0
2022-07-11 11:53:03,697 - utils - INFO - epoch: 3, step: 550, eta: 00:17:38, gen loss: 1.0316828489303589, adv_loss: 0, dis loss: 0
2022-07-11 11:54:16,351 - utils - INFO - epoch: 3, step: 600, eta: 00:16:23, gen loss: 1.043426513671875, adv_loss: 0, dis loss: 0
2022-07-11 11:55:28,759 - utils - INFO - epoch: 3, step: 650, eta: 00:15:08, gen loss: 0.9977530837059021, adv_loss: 0, dis loss: 0
2022-07-11 11:56:40,823 - utils - INFO - epoch: 3, step: 700, eta: 00:13:53, gen loss: 1.0191680192947388, adv_loss: 0, dis loss: 0
2022-07-11 11:57:52,878 - utils - INFO - epoch: 3, step: 750, eta: 00:12:39, gen loss: 1.0627034902572632, adv_loss: 0, dis loss: 0
2022-07-11 11:59:04,857 - utils - INFO - epoch: 3, step: 800, eta: 00:11:24, gen loss: 1.0216675996780396, adv_loss: 0, dis loss: 0
2022-07-11 12:00:16,462 - utils - INFO - epoch: 3, step: 850, eta: 00:10:10, gen loss: 0.997857928276062, adv_loss: 0, dis loss: 0
2022-07-11 12:01:28,368 - utils - INFO - epoch: 3, step: 900, eta: 00:08:56, gen loss: 0.9603201746940613, adv_loss: 0, dis loss: 0
2022-07-11 12:02:39,254 - utils - INFO - epoch: 3, step: 950, eta: 00:07:43, gen loss: 1.0084383487701416, adv_loss: 0, dis loss: 0
2022-07-11 12:03:49,937 - utils - INFO - epoch: 3, step: 1000, eta: 00:06:29, gen loss: 0.9961153268814087, adv_loss: 0, dis loss: 0
2022-07-11 12:05:01,481 - utils - INFO - epoch: 3, step: 1050, eta: 00:05:16, gen loss: 0.9599901437759399, adv_loss: 0, dis loss: 0
2022-07-11 12:06:13,133 - utils - INFO - epoch: 3, step: 1100, eta: 00:04:03, gen loss: 1.00603449344635, adv_loss: 0, dis loss: 0
2022-07-11 12:07:25,297 - utils - INFO - epoch: 3, step: 1150, eta: 00:02:50, gen loss: 1.078884243965149, adv_loss: 0, dis loss: 0
2022-07-11 12:08:37,103 - utils - INFO - epoch: 3, step: 1200, eta: 00:01:37, gen loss: 0.9723132252693176, adv_loss: 0, dis loss: 0
2022-07-11 12:09:49,083 - utils - INFO - epoch: 3, step: 1250, eta: 00:00:24, gen loss: 0.9149516224861145, adv_loss: 0, dis loss: 0
2022-07-11 12:27:25,366 - utils - INFO - epoch: 3, loss: 0.9503082633018494, mae: 11.189652267060419, ssim: 0.9189530937585699, psnr: 24.363137091075806
2022-07-11 12:27:27,411 - utils - INFO - epoch: 4, step: 0, eta: 00:30:18, gen loss: 1.0802849531173706, adv_loss: 0, dis loss: 0
2022-07-11 12:28:37,390 - utils - INFO - epoch: 4, step: 50, eta: 00:28:58, gen loss: 0.9832581877708435, adv_loss: 0, dis loss: 0
2022-07-11 12:29:46,994 - utils - INFO - epoch: 4, step: 100, eta: 00:27:25, gen loss: 0.977811872959137, adv_loss: 0, dis loss: 0
2022-07-11 12:30:56,156 - utils - INFO - epoch: 4, step: 150, eta: 00:26:05, gen loss: 0.9922162294387817, adv_loss: 0, dis loss: 0
2022-07-11 12:32:05,798 - utils - INFO - epoch: 4, step: 200, eta: 00:24:52, gen loss: 1.0223336219787598, adv_loss: 0, dis loss: 0
2022-07-11 12:33:15,610 - utils - INFO - epoch: 4, step: 250, eta: 00:23:42, gen loss: 1.0170507431030273, adv_loss: 0, dis loss: 0
2022-07-11 12:34:25,369 - utils - INFO - epoch: 4, step: 300, eta: 00:22:31, gen loss: 0.9536968469619751, adv_loss: 0, dis loss: 0
2022-07-11 12:35:35,305 - utils - INFO - epoch: 4, step: 350, eta: 00:21:22, gen loss: 1.0382260084152222, adv_loss: 0, dis loss: 0
2022-07-11 12:36:44,922 - utils - INFO - epoch: 4, step: 400, eta: 00:20:11, gen loss: 0.9217302203178406, adv_loss: 0, dis loss: 0
2022-07-11 12:37:54,645 - utils - INFO - epoch: 4, step: 450, eta: 00:19:01, gen loss: 0.9883174300193787, adv_loss: 0, dis loss: 0
2022-07-11 12:39:04,856 - utils - INFO - epoch: 4, step: 500, eta: 00:17:52, gen loss: 0.9680737853050232, adv_loss: 0, dis loss: 0
2022-07-11 12:40:15,035 - utils - INFO - epoch: 4, step: 550, eta: 00:16:42, gen loss: 0.9824795126914978, adv_loss: 0, dis loss: 0
2022-07-11 12:41:25,143 - utils - INFO - epoch: 4, step: 600, eta: 00:15:32, gen loss: 0.9483557343482971, adv_loss: 0, dis loss: 0
2022-07-11 12:42:35,741 - utils - INFO - epoch: 4, step: 650, eta: 00:14:23, gen loss: 0.9647372961044312, adv_loss: 0, dis loss: 0
2022-07-11 12:43:46,656 - utils - INFO - epoch: 4, step: 700, eta: 00:13:14, gen loss: 0.9631863236427307, adv_loss: 0, dis loss: 0
2022-07-11 12:44:59,885 - utils - INFO - epoch: 4, step: 750, eta: 00:12:06, gen loss: 0.9203739166259766, adv_loss: 0, dis loss: 0
2022-07-11 12:46:16,120 - utils - INFO - epoch: 4, step: 800, eta: 00:10:59, gen loss: 0.9947656989097595, adv_loss: 0, dis loss: 0
2022-07-11 12:47:32,584 - utils - INFO - epoch: 4, step: 850, eta: 00:09:51, gen loss: 0.949624240398407, adv_loss: 0, dis loss: 0
2022-07-11 12:48:47,410 - utils - INFO - epoch: 4, step: 900, eta: 00:08:42, gen loss: 0.8890810012817383, adv_loss: 0, dis loss: 0
2022-07-11 12:50:02,129 - utils - INFO - epoch: 4, step: 950, eta: 00:07:32, gen loss: 0.9200864434242249, adv_loss: 0, dis loss: 0
2022-07-11 12:51:17,012 - utils - INFO - epoch: 4, step: 1000, eta: 00:06:22, gen loss: 0.8701750636100769, adv_loss: 0, dis loss: 0
2022-07-11 12:52:31,256 - utils - INFO - epoch: 4, step: 1050, eta: 00:05:11, gen loss: 0.9867107272148132, adv_loss: 0, dis loss: 0
2022-07-11 12:53:45,931 - utils - INFO - epoch: 4, step: 1100, eta: 00:03:59, gen loss: 0.9824743270874023, adv_loss: 0, dis loss: 0
2022-07-11 12:55:00,711 - utils - INFO - epoch: 4, step: 1150, eta: 00:02:48, gen loss: 0.9360085129737854, adv_loss: 0, dis loss: 0
2022-07-11 12:56:15,798 - utils - INFO - epoch: 4, step: 1200, eta: 00:01:36, gen loss: 0.9829213619232178, adv_loss: 0, dis loss: 0
2022-07-11 12:57:30,575 - utils - INFO - epoch: 4, step: 1250, eta: 00:00:24, gen loss: 0.9384718537330627, adv_loss: 0, dis loss: 0
2022-07-11 13:15:03,225 - utils - INFO - epoch: 4, loss: 0.8499482274055481, mae: 10.410160612728092, ssim: 0.9254961630139674, psnr: 24.695595901989
2022-07-11 13:15:05,263 - utils - INFO - epoch: 5, step: 0, eta: 00:31:37, gen loss: 0.89785236120224, adv_loss: 0, dis loss: 0
2022-07-11 13:16:16,287 - utils - INFO - epoch: 5, step: 50, eta: 00:29:25, gen loss: 0.9984501600265503, adv_loss: 0, dis loss: 0
2022-07-11 13:17:26,753 - utils - INFO - epoch: 5, step: 100, eta: 00:27:48, gen loss: 0.9282366633415222, adv_loss: 0, dis loss: 0
2022-07-11 13:18:36,819 - utils - INFO - epoch: 5, step: 150, eta: 00:26:26, gen loss: 0.8700606226921082, adv_loss: 0, dis loss: 0
2022-07-11 13:19:47,712 - utils - INFO - epoch: 5, step: 200, eta: 00:25:14, gen loss: 0.9016528129577637, adv_loss: 0, dis loss: 0
2022-07-11 13:20:59,430 - utils - INFO - epoch: 5, step: 250, eta: 00:24:06, gen loss: 0.9110461473464966, adv_loss: 0, dis loss: 0
2022-07-11 13:22:10,543 - utils - INFO - epoch: 5, step: 300, eta: 00:22:55, gen loss: 0.9646011590957642, adv_loss: 0, dis loss: 0
2022-07-11 13:23:21,084 - utils - INFO - epoch: 5, step: 350, eta: 00:21:42, gen loss: 0.9246601462364197, adv_loss: 0, dis loss: 0
2022-07-11 13:24:31,872 - utils - INFO - epoch: 5, step: 400, eta: 00:20:31, gen loss: 0.9371611475944519, adv_loss: 0, dis loss: 0
2022-07-11 13:25:41,828 - utils - INFO - epoch: 5, step: 450, eta: 00:19:18, gen loss: 0.9642634391784668, adv_loss: 0, dis loss: 0
2022-07-11 13:26:53,638 - utils - INFO - epoch: 5, step: 500, eta: 00:18:08, gen loss: 0.8869827389717102, adv_loss: 0, dis loss: 0
2022-07-11 13:28:05,475 - utils - INFO - epoch: 5, step: 550, eta: 00:16:59, gen loss: 0.8720138669013977, adv_loss: 0, dis loss: 0
2022-07-11 13:29:17,283 - utils - INFO - epoch: 5, step: 600, eta: 00:15:48, gen loss: 0.8568369150161743, adv_loss: 0, dis loss: 0
2022-07-11 13:30:28,037 - utils - INFO - epoch: 5, step: 650, eta: 00:14:37, gen loss: 0.8555611968040466, adv_loss: 0, dis loss: 0
2022-07-11 13:31:39,175 - utils - INFO - epoch: 5, step: 700, eta: 00:13:26, gen loss: 0.9266186356544495, adv_loss: 0, dis loss: 0
2022-07-11 13:32:50,863 - utils - INFO - epoch: 5, step: 750, eta: 00:12:15, gen loss: 0.8687251806259155, adv_loss: 0, dis loss: 0
2022-07-11 13:34:02,558 - utils - INFO - epoch: 5, step: 800, eta: 00:11:04, gen loss: 0.8677181005477905, adv_loss: 0, dis loss: 0
2022-07-11 13:35:14,818 - utils - INFO - epoch: 5, step: 850, eta: 00:09:54, gen loss: 0.9021481275558472, adv_loss: 0, dis loss: 0
2022-07-11 13:36:26,830 - utils - INFO - epoch: 5, step: 900, eta: 00:08:43, gen loss: 0.9243723750114441, adv_loss: 0, dis loss: 0
2022-07-11 13:37:38,614 - utils - INFO - epoch: 5, step: 950, eta: 00:07:32, gen loss: 0.9970763921737671, adv_loss: 0, dis loss: 0
2022-07-11 13:38:50,163 - utils - INFO - epoch: 5, step: 1000, eta: 00:06:20, gen loss: 0.9204458594322205, adv_loss: 0, dis loss: 0
2022-07-11 13:40:01,194 - utils - INFO - epoch: 5, step: 1050, eta: 00:05:09, gen loss: 0.8803392052650452, adv_loss: 0, dis loss: 0
2022-07-11 13:41:12,899 - utils - INFO - epoch: 5, step: 1100, eta: 00:03:58, gen loss: 0.9417441487312317, adv_loss: 0, dis loss: 0
2022-07-11 13:42:24,445 - utils - INFO - epoch: 5, step: 1150, eta: 00:02:46, gen loss: 0.9189205169677734, adv_loss: 0, dis loss: 0
2022-07-11 13:43:35,386 - utils - INFO - epoch: 5, step: 1200, eta: 00:01:35, gen loss: 0.8743855357170105, adv_loss: 0, dis loss: 0
2022-07-11 13:44:45,987 - utils - INFO - epoch: 5, step: 1250, eta: 00:00:24, gen loss: 0.897507905960083, adv_loss: 0, dis loss: 0
2022-07-11 14:02:24,589 - utils - INFO - epoch: 5, loss: 0.8554258942604065, mae: 10.160959994199821, ssim: 0.9287902422682814, psnr: 24.87798297637818
2022-07-11 14:02:26,640 - utils - INFO - epoch: 6, step: 0, eta: 00:30:00, gen loss: 0.9132236838340759, adv_loss: 0, dis loss: 0
2022-07-11 14:03:36,554 - utils - INFO - epoch: 6, step: 50, eta: 00:28:56, gen loss: 0.9476319551467896, adv_loss: 0, dis loss: 0
2022-07-11 14:04:47,155 - utils - INFO - epoch: 6, step: 100, eta: 00:27:36, gen loss: 0.8950585126876831, adv_loss: 0, dis loss: 0
2022-07-11 14:05:57,037 - utils - INFO - epoch: 6, step: 150, eta: 00:26:17, gen loss: 0.8223567008972168, adv_loss: 0, dis loss: 0
2022-07-11 14:07:12,709 - utils - INFO - epoch: 6, step: 200, eta: 00:25:33, gen loss: 0.8489552736282349, adv_loss: 0, dis loss: 0
2022-07-11 14:08:28,038 - utils - INFO - epoch: 6, step: 250, eta: 00:24:35, gen loss: 0.9046111106872559, adv_loss: 0, dis loss: 0
2022-07-11 14:09:42,581 - utils - INFO - epoch: 6, step: 300, eta: 00:23:29, gen loss: 0.8975397348403931, adv_loss: 0, dis loss: 0
2022-07-11 14:10:57,150 - utils - INFO - epoch: 6, step: 350, eta: 00:22:21, gen loss: 0.9523364901542664, adv_loss: 0, dis loss: 0
2022-07-11 14:12:11,885 - utils - INFO - epoch: 6, step: 400, eta: 00:21:11, gen loss: 0.9319372177124023, adv_loss: 0, dis loss: 0
2022-07-11 14:13:26,602 - utils - INFO - epoch: 6, step: 450, eta: 00:20:00, gen loss: 0.8621909618377686, adv_loss: 0, dis loss: 0
2022-07-11 14:14:41,664 - utils - INFO - epoch: 6, step: 500, eta: 00:18:49, gen loss: 0.9026285409927368, adv_loss: 0, dis loss: 0
2022-07-11 14:15:56,941 - utils - INFO - epoch: 6, step: 550, eta: 00:17:38, gen loss: 0.7924544215202332, adv_loss: 0, dis loss: 0
2022-07-11 14:17:12,269 - utils - INFO - epoch: 6, step: 600, eta: 00:16:26, gen loss: 0.9106242656707764, adv_loss: 0, dis loss: 0
2022-07-11 14:18:27,221 - utils - INFO - epoch: 6, step: 650, eta: 00:15:13, gen loss: 0.8978332281112671, adv_loss: 0, dis loss: 0
2022-07-11 14:19:41,973 - utils - INFO - epoch: 6, step: 700, eta: 00:13:59, gen loss: 0.8583307266235352, adv_loss: 0, dis loss: 0
2022-07-11 14:20:56,734 - utils - INFO - epoch: 6, step: 750, eta: 00:12:46, gen loss: 0.8916038870811462, adv_loss: 0, dis loss: 0
2022-07-11 14:22:11,682 - utils - INFO - epoch: 6, step: 800, eta: 00:11:32, gen loss: 0.9381531476974487, adv_loss: 0, dis loss: 0
2022-07-11 14:23:27,824 - utils - INFO - epoch: 6, step: 850, eta: 00:10:19, gen loss: 0.8318843841552734, adv_loss: 0, dis loss: 0
